# frame +z -z 
490 83 0 
491 83 0 
492 83 0 
493 84 0 
494 84 0 
495 84 0 
496 84 0 
497 84 0 
498 84 0 
499 84 0 
500 84 0 
501 84 0 
502 84 0 
503 84 0 
504 85 0 
505 85 0 
506 85 0 
507 85 0 
508 85 0 
509 85 0 
510 85 0 
511 85 0 
512 85 0 
513 85 0 
514 85 0 
515 85 0 
516 85 0 
517 85 0 
518 85 0 
519 85 0 
520 85 0 
521 85 0 
522 85 0 
523 87 0 
524 87 0 
525 87 0 
526 87 0 
527 87 0 
528 87 0 
529 87 0 
530 87 0 
531 87 0 
532 87 0 
533 87 0 
534 88 0 
535 88 0 
536 88 0 
537 88 0 
538 88 0 
539 88 0 
540 89 0 
541 89 0 
542 89 0 
543 89 0 
544 89 0 
545 89 0 
546 89 0 
547 89 0 
548 89 0 
549 89 0 
550 89 0 
551 89 0 
552 89 0 
553 89 0 
554 89 0 
555 90 0 
556 90 0 
557 91 0 
558 91 0 
559 91 0 
560 91 0 
561 91 0 
562 92 0 
563 92 0 
564 92 0 
565 92 0 
566 92 0 
567 92 0 
568 92 0 
569 92 0 
570 92 0 
571 92 0 
572 93 0 
573 94 0 
574 95 0 
575 96 0 
576 96 0 
577 96 0 
578 96 0 
579 96 0 
580 97 0 
581 98 0 
582 98 0 
583 98 0 
584 98 0 
585 98 0 
586 98 0 
587 98 0 
588 98 0 
589 99 0 
590 99 0 
591 99 0 
592 100 0 
593 100 0 
594 100 0 
595 100 0 
596 101 0 
597 101 0 
598 101 0 
599 101 0 
600 101 0 
601 101 0 
602 101 0 
603 101 0 
604 101 0 
605 101 0 
606 101 0 
607 101 0 
608 101 0 
609 101 0 
610 102 0 
611 102 0 
612 102 0 
613 102 0 
614 102 0 
615 102 0 
616 102 0 
617 102 0 
618 102 0 
619 102 0 
620 102 0 
621 102 0 
622 102 0 
623 102 0 
624 102 0 
625 102 0 
626 102 0 
627 103 0 
628 103 0 
629 103 0 
630 104 0 
631 104 0 
632 104 0 
633 104 0 
634 104 0 
635 105 0 
636 105 0 
637 105 0 
638 105 0 
639 105 0 
640 106 0 
641 106 0 
642 107 0 
643 107 0 
644 108 0 
645 108 0 
646 108 0 
647 108 0 
648 109 0 
649 109 0 
650 110 0 
651 110 0 
652 110 0 
653 110 0 
654 111 0 
655 112 0 
656 113 0 
657 113 0 
658 113 0 
659 113 0 
660 113 0 
661 114 0 
662 114 0 
663 115 0 
664 115 0 
665 115 0 
666 116 0 
667 116 0 
668 117 0 
669 118 0 
670 119 0 
671 119 0 
672 119 0 
673 119 0 
674 119 0 
675 120 0 
676 120 0 
677 121 0 
678 121 0 
679 121 0 
680 121 0 
681 121 0 
682 122 0 
683 122 0 
684 122 0 
685 122 0 
686 122 0 
687 122 0 
688 122 0 
689 122 0 
690 122 0 
691 122 0 
692 122 0 
693 122 0 
694 122 0 
695 123 0 
696 123 0 
697 123 0 
698 123 0 
699 123 0 
700 123 0 
701 123 0 
702 123 0 
703 123 0 
704 123 0 
705 123 0 
706 123 0 
707 123 0 
708 124 0 
709 124 0 
710 124 0 
711 124 0 
712 125 0 
713 125 0 
714 125 0 
715 125 0 
716 126 0 
717 126 0 
718 126 0 
719 126 0 
720 126 0 
721 127 0 
722 127 0 
723 127 0 
724 127 0 
725 127 0 
726 127 0 
727 128 0 
728 128 0 
729 128 0 
730 128 0 
731 128 0 
732 128 0 
733 128 0 
734 129 0 
735 130 0 
736 130 0 
737 130 0 
738 130 0 
739 130 0 
740 130 0 
741 130 0 
742 130 0 
743 130 0 
744 130 0 
745 131 0 
746 131 0 
747 131 0 
748 132 0 
749 132 0 
750 132 0 
751 132 0 
752 132 0 
753 132 0 
754 132 0 
755 132 0 
756 132 0 
757 132 0 
758 132 0 
759 132 0 
760 132 0 
761 133 0 
762 133 0 
763 133 0 
764 133 0 
765 133 0 
766 133 0 
767 133 0 
768 133 0 
769 133 0 
770 133 0 
771 134 0 
772 134 0 
773 134 0 
774 134 0 
775 134 0 
776 134 0 
777 134 0 
778 135 0 
779 135 0 
780 135 0 
781 135 0 
782 135 0 
783 136 0 
784 136 0 
785 136 0 
786 136 0 
787 136 0 
788 136 0 
789 137 0 
790 137 0 
791 137 0 
792 137 0 
793 137 0 
794 138 0 
795 138 0 
796 138 0 
797 138 0 
798 138 0 
799 138 0 
800 138 0 
801 138 0 
802 138 0 
803 138 0 
804 138 0 
805 138 0 
806 138 0 
807 138 0 
808 138 0 
809 138 0 
810 138 0 
811 139 0 
812 139 0 
813 139 0 
814 139 0 
815 139 0 
816 139 0 
817 139 0 
818 139 0 
819 140 0 
820 140 0 
821 140 0 
822 140 0 
823 140 0 
824 140 0 
825 140 0 
826 140 0 
827 140 0 
828 140 0 
829 140 0 
830 140 0 
831 140 0 
832 141 0 
833 141 0 
834 141 0 
835 141 0 
836 141 0 
837 141 0 
838 141 0 
839 141 0 
840 141 0 
841 141 0 
842 141 0 
843 141 0 
844 141 0 
845 141 0 
846 141 0 
847 141 0 
848 141 0 
849 142 0 
850 142 0 
851 142 0 
852 142 0 
853 142 0 
854 142 0 
855 142 0 
856 142 0 
857 142 0 
858 142 0 
859 142 0 
860 142 0 
861 142 0 
862 142 0 
863 142 0 
864 142 0 
865 142 0 
866 142 0 
867 142 0 
868 142 0 
869 143 0 
870 143 0 
871 143 0 
872 143 0 
873 143 0 
874 143 0 
875 143 0 
876 143 0 
877 143 0 
878 143 0 
879 143 0 
880 143 0 
881 143 0 
882 144 0 
883 144 0 
884 144 0 
885 144 0 
886 144 0 
887 144 0 
888 145 0 
889 145 0 
890 145 0 
891 145 0 
892 145 0 
893 145 0 
894 146 0 
895 146 0 
896 146 0 
897 146 0 
898 147 0 
899 147 0 
900 147 0 
901 147 0 
902 147 0 
903 147 0 
904 147 0 
905 147 0 
906 147 0 
907 147 0 
908 147 0 
909 148 0 
910 148 0 
911 148 0 
912 148 0 
913 148 0 
914 148 0 
915 148 0 
916 148 0 
917 148 0 
918 148 0 
919 148 0 
920 149 0 
921 149 0 
922 149 0 
923 149 0 
924 149 0 
925 149 0 
926 149 0 
927 149 0 
928 149 0 
929 149 0 
930 149 0 
931 149 0 
932 149 0 
933 149 0 
934 149 0 
935 149 0 
936 149 0 
937 149 0 
938 149 0 
939 149 0 
940 150 0 
941 150 0 
942 150 0 
943 150 0 
944 150 0 
945 150 0 
946 150 0 
947 150 0 
948 150 0 
949 150 0 
950 150 0 
951 150 0 
952 151 0 
953 151 0 
954 152 0 
955 152 0 
956 152 0 
957 152 0 
958 152 0 
959 152 0 
960 153 0 
961 153 0 
962 153 0 
963 153 0 
964 153 0 
965 153 0 
966 153 0 
967 153 0 
968 153 0 
969 153 0 
970 153 0 
971 153 0 
972 154 0 
973 154 0 
974 154 0 
975 154 0 
976 155 0 
977 155 0 
978 155 0 
979 156 0 
980 156 0 
981 156 0 
982 156 0 
983 156 0 
984 156 0 
985 156 0 
986 156 0 
987 156 0 
988 156 0 
989 156 0 
990 156 0 
991 156 0 
992 156 0 
993 156 0 
994 157 0 
995 157 0 
996 157 0 
997 157 0 
998 157 0 
999 157 0 
1000 157 0 
